"taxonid","scientific_name","kingdom","phylum","class","order","family","genus","main_common_name","authority","published_year","assessment_date","category","criteria","population_trend","marine_system","freshwater_system","terrestrial_system","assessor","reviewer","aoo_km2","eoo_km2","elevation_upper","elevation_lower","depth_upper","depth_lower","errata_flag","errata_reason","amended_flag","amended_reason"
22697829,"Gavia stellata","ANIMALIA","CHORDATA","AVES","GAVIIFORMES","GAVIIDAE","Gavia","Red-throated Loon","(Pontoppidan, 1763)",2018,"2018-08-07","LC",NA,"Decreasing",TRUE,TRUE,TRUE,"BirdLife International","Westrip, J.R.S.",NA,"59900000",500,NA,NA,NA,NA,NA,NA,NA
22697834,"Gavia arctica","ANIMALIA","CHORDATA","AVES","GAVIIFORMES","GAVIIDAE","Gavia","Arctic Loon","(Linnaeus, 1758)",2018,"2018-08-07","LC",NA,"Decreasing",TRUE,TRUE,TRUE,"BirdLife International","Martin, R.",NA,"43400000",500,NA,NA,NA,NA,NA,NA,NA
22696545,"Tachybaptus ruficollis","ANIMALIA","CHORDATA","AVES","PODICIPEDIFORMES","PODICIPEDIDAE","Tachybaptus","Little Grebe","(Pallas, 1764)",2019,"2016-10-01","LC",NA,"Decreasing",TRUE,TRUE,TRUE,"BirdLife International","Butchart, S.H.M. & Symes, A.",NA,"170000000",1000,NA,NA,NA,NA,NA,TRUE,"Map for UAE Range updated, updated EOO."
22696602,"Podiceps cristatus","ANIMALIA","CHORDATA","AVES","PODICIPEDIFORMES","PODICIPEDIDAE","Podiceps","Great Crested Grebe","(Linnaeus, 1758)",2019,"2019-08-11","LC",NA,"Unknown",TRUE,TRUE,TRUE,"BirdLife International","Smith, D.",NA,"183000000",3000,0,NA,NA,NA,NA,NA,NA
22696610,"Podiceps nigricollis","ANIMALIA","CHORDATA","AVES","PODICIPEDIFORMES","PODICIPEDIDAE","Podiceps","Black-necked Grebe","Brehm, 1831",2018,"2018-08-07","LC",NA,"Unknown",TRUE,TRUE,TRUE,"BirdLife International","Hermes, C.",NA,"146000000",2500,NA,NA,NA,NA,NA,NA,NA
22697866,"Fulmarus glacialis","ANIMALIA","CHORDATA","AVES","PROCELLARIIFORMES","PROCELLARIIDAE","Fulmarus","Northern Fulmar","(Linnaeus, 1761)",2018,"2018-08-07","LC",NA,"Increasing",TRUE,FALSE,TRUE,"BirdLife International","Westrip, J.R.S.",NA,"90200000",300,NA,NA,NA,NA,NA,NA,NA
22698226,"Puffinus puffinus","ANIMALIA","CHORDATA","AVES","PROCELLARIIFORMES","PROCELLARIIDAE","Puffinus","Manx Shearwater","(Brünnich, 1764)",2018,"2018-08-17","LC",NA,"Unknown",TRUE,FALSE,TRUE,"BirdLife International","Wheatley, H.",NA,"120000000",1000,NA,NA,NA,NA,NA,NA,NA
22698477,"Hydrobates pelagicus","ANIMALIA","CHORDATA","AVES","PROCELLARIIFORMES","HYDROBATIDAE","Hydrobates","European Storm-petrel","(Linnaeus, 1758)",2018,"2018-08-07","LC",NA,"Unknown",TRUE,FALSE,TRUE,"BirdLife International","Westrip, J.R.S.",NA,"84900000",NA,NA,NA,NA,NA,NA,NA,NA
22696657,"Morus bassanus","ANIMALIA","CHORDATA","AVES","SULIFORMES","SULIDAE","Morus","Northern Gannet","(Linnaeus, 1758)",2018,"2018-08-10","LC",NA,"Increasing",TRUE,FALSE,TRUE,"BirdLife International","Hermes, C.",NA,"41700000",200,NA,NA,NA,NA,NA,NA,NA
22696792,"Phalacrocorax carbo","ANIMALIA","CHORDATA","AVES","SULIFORMES","PHALACROCORACIDAE","Phalacrocorax","Great Cormorant","(Linnaeus, 1758)",2019,"2018-08-09","LC",NA,"Increasing",TRUE,TRUE,TRUE,"BirdLife International","Westrip, J.R.S.",NA,"312000000",NA,NA,NA,NA,NA,NA,TRUE,"Map for UAE Range updated, updated EOO."
22697346,"Botaurus stellaris","ANIMALIA","CHORDATA","AVES","PELECANIFORMES","ARDEIDAE","Botaurus","Eurasian Bittern","(Linnaeus, 1758)",2016,"2016-10-01","LC",NA,"Decreasing",FALSE,TRUE,TRUE,"BirdLife International","Butchart, S.H.M. & Symes, A.",NA,"86200000",1400,NA,NA,NA,NA,NA,NA,NA
22735766,"Ixobrychus minutus","ANIMALIA","CHORDATA","AVES","PELECANIFORMES","ARDEIDAE","Ixobrychus","Common Little Bittern","(Linnaeus, 1766)",2019,"2018-08-09","LC",NA,"Decreasing",FALSE,TRUE,TRUE,"BirdLife International","Wheatley, H.",NA,"34800000",1800,NA,NA,NA,NA,NA,TRUE,"Map for UAE Range updated, updated EOO."
62774969,"Egretta garzetta","ANIMALIA","CHORDATA","AVES","PELECANIFORMES","ARDEIDAE","Egretta","Little Egret","(Linnaeus, 1766)",2016,"2016-10-01","LC",NA,"Increasing",FALSE,TRUE,TRUE,"BirdLife International","Butchart, S.H.M. & Symes, A.",NA,"151000000",2000,NA,NA,NA,NA,NA,NA,NA
22696993,"Ardea cinerea","ANIMALIA","CHORDATA","AVES","PELECANIFORMES","ARDEIDAE","Ardea","Grey Heron","Linnaeus, 1758",2019,"2019-08-13","LC",NA,"Unknown",TRUE,TRUE,TRUE,"BirdLife International","Hermes, C.",NA,"136000000",4000,NA,NA,NA,NA,NA,NA,NA
22697031,"Ardea purpurea","ANIMALIA","CHORDATA","AVES","PELECANIFORMES","ARDEIDAE","Ardea","Purple Heron","Linnaeus, 1766",2019,"2019-08-14","LC",NA,"Decreasing",TRUE,TRUE,TRUE,"BirdLife International","Hermes, C.",NA,"109000000",1800,NA,NA,NA,NA,NA,NA,NA
22697555,"Platalea leucorodia","ANIMALIA","CHORDATA","AVES","PELECANIFORMES","THRESKIORNITHIDAE","Platalea","Eurasian Spoonbill","Linnaeus, 1758",2019,"2016-10-01","LC",NA,"Unknown",TRUE,TRUE,TRUE,"BirdLife International","Butchart, S.H.M. & Symes, A.",NA,"60400000",NA,NA,NA,NA,NA,NA,TRUE,"Updated map: Redrew range in Iberia and changed to resident. EOO updated."
22679839,"Cygnus olor","ANIMALIA","CHORDATA","AVES","ANSERIFORMES","ANATIDAE","Cygnus","Mute Swan","(Gmelin, 1789)",2016,"2016-10-01","LC",NA,"Increasing",TRUE,TRUE,TRUE,"BirdLife International","Butchart, S.H.M. & Symes, A.",NA,"22500000",NA,NA,NA,NA,NA,NA,NA,NA
22679856,"Cygnus cygnus","ANIMALIA","CHORDATA","AVES","ANSERIFORMES","ANATIDAE","Cygnus","Whooper Swan","(Linnaeus, 1758)",2016,"2016-10-01","LC",NA,"Unknown",FALSE,TRUE,TRUE,"BirdLife International","Butchart, S.H.M. & Symes, A.",NA,"29500000",NA,NA,NA,NA,NA,NA,NA,NA
22679872,"Anser brachyrhynchus","ANIMALIA","CHORDATA","AVES","ANSERIFORMES","ANATIDAE","Anser","Pink-footed Goose","Baillon, 1834",2016,"2016-10-01","LC",NA,"Increasing",TRUE,TRUE,TRUE,"BirdLife International","Butchart, S.H.M. & Symes, A.",NA,"567000",NA,NA,NA,NA,NA,NA,NA,NA
22679889,"Anser anser","ANIMALIA","CHORDATA","AVES","ANSERIFORMES","ANATIDAE","Anser","Greylag Goose","(Linnaeus, 1758)",2018,"2018-08-09","LC",NA,"Increasing",FALSE,TRUE,TRUE,"BirdLife International","Wheatley, H.",NA,"31200000",NA,NA,NA,NA,NA,NA,NA,NA
22679896,"Anser caerulescens","ANIMALIA","CHORDATA","AVES","ANSERIFORMES","ANATIDAE","Anser","Snow Goose","(Linnaeus, 1758)",2021,"2020-11-12","LC",NA,"Increasing",TRUE,TRUE,TRUE,"BirdLife International","Martin, R.",NA,"8480000",2500,0,NA,NA,NA,NA,NA,NA
22679935,"Branta canadensis","ANIMALIA","CHORDATA","AVES","ANSERIFORMES","ANATIDAE","Branta","Canada Goose","(Linnaeus, 1758)",2018,"2018-08-09","LC",NA,"Increasing",FALSE,TRUE,TRUE,"BirdLife International","Wheatley, H.",NA,"12800000",2000,NA,NA,NA,NA,NA,NA,NA
22679943,"Branta leucopsis","ANIMALIA","CHORDATA","AVES","ANSERIFORMES","ANATIDAE","Branta","Barnacle Goose","(Bechstein, 1803)",2018,"2018-08-09","LC",NA,"Increasing",TRUE,TRUE,TRUE,"BirdLife International","Wheatley, H.",NA,"889000",NA,NA,NA,NA,NA,NA,NA,NA
22679954,"Branta ruficollis","ANIMALIA","CHORDATA","AVES","ANSERIFORMES","ANATIDAE","Branta","Red-breasted Goose","(Pallas, 1769)",2017,"2016-10-01","VU","A2bcd+3bcd+4bcd","Decreasing",TRUE,TRUE,TRUE,"BirdLife International","Butchart, S.H.M. & Symes, A.",NA,"871000",NA,NA,NA,NA,NA,NA,TRUE,"Map edited: Corrected wintering range. EOO updated. Edited Conservation Actions Information text."
22679993,"Alopochen aegyptiaca","ANIMALIA","CHORDATA","AVES","ANSERIFORMES","ANATIDAE","Alopochen","Egyptian Goose","(Linnaeus, 1766)",2018,"2018-08-09","LC",NA,"Decreasing",FALSE,TRUE,TRUE,"BirdLife International","Wheatley, H.",NA,"28900000",4000,NA,NA,NA,NA,NA,NA,NA
22680003,"Tadorna ferruginea","ANIMALIA","CHORDATA","AVES","ANSERIFORMES","ANATIDAE","Tadorna","Ruddy Shelduck","(Pallas, 1764)",2016,"2016-10-01","LC",NA,"Unknown",FALSE,TRUE,TRUE,"BirdLife International","Butchart, S.H.M. & Symes, A.",NA,"37900000",NA,NA,NA,NA,NA,NA,NA,NA
22680024,"Tadorna tadorna","ANIMALIA","CHORDATA","AVES","ANSERIFORMES","ANATIDAE","Tadorna","Common Shelduck","(Linnaeus, 1758)",2019,"2019-08-14","LC",NA,"Increasing",TRUE,TRUE,TRUE,"BirdLife International","Hermes, C.",NA,"31600000",NA,NA,NA,NA,NA,NA,NA,NA
22680104,"Aix sponsa","ANIMALIA","CHORDATA","AVES","ANSERIFORMES","ANATIDAE","Aix","Wood Duck","(Linnaeus, 1758)",2021,"2020-11-12","LC",NA,"Increasing",FALSE,TRUE,TRUE,"BirdLife International","Martin, R.",NA,"11200000",900,0,NA,NA,NA,NA,NA,NA
22680107,"Aix galericulata","ANIMALIA","CHORDATA","AVES","ANSERIFORMES","ANATIDAE","Aix","Mandarin Duck","(Linnaeus, 1758)",2018,"2018-08-09","LC",NA,"Decreasing",FALSE,TRUE,TRUE,"BirdLife International","Wheatley, H.",NA,"5710000",NA,NA,NA,NA,NA,NA,NA,NA
22680157,"Mareca penelope","ANIMALIA","CHORDATA","AVES","ANSERIFORMES","ANATIDAE","Mareca","Eurasian Wigeon","(Linnaeus, 1758)",2017,"2016-10-01","LC",NA,"Decreasing",TRUE,TRUE,TRUE,"BirdLife International","Butchart, S.H.M. & Symes, A.",NA,"34900000",NA,NA,NA,NA,NA,NA,TRUE,"Removed Benin from the list of countries of occurrence. Added a Contributor."
22680149,"Mareca strepera","ANIMALIA","CHORDATA","AVES","ANSERIFORMES","ANATIDAE","Mareca","Gadwall","(Linnaeus, 1758)",2016,"2016-10-01","LC",NA,"Increasing",FALSE,TRUE,TRUE,"BirdLife International","Butchart, S.H.M. & Symes, A.",NA,"73100000",NA,NA,NA,NA,NA,NA,NA,NA
22680321,"Anas crecca","ANIMALIA","CHORDATA","AVES","ANSERIFORMES","ANATIDAE","Anas","Common Teal","Linnaeus, 1758",2020,"2020-08-13","LC",NA,"Unknown",FALSE,TRUE,TRUE,"BirdLife International","Fernando, E.",NA,"60200000",NA,NA,NA,NA,NA,NA,NA,NA
22680186,"Anas platyrhynchos","ANIMALIA","CHORDATA","AVES","ANSERIFORMES","ANATIDAE","Anas","Mallard","Linnaeus, 1758",2019,"2016-10-01","LC",NA,"Increasing",FALSE,TRUE,TRUE,"BirdLife International","Butchart, S.H.M. & Symes, A.",NA,"65800000",1000,NA,NA,NA,NA,NA,TRUE,"Map for UAE Range updated, updated EOO."
22680301,"Anas acuta","ANIMALIA","CHORDATA","AVES","ANSERIFORMES","ANATIDAE","Anas","Northern Pintail","Linnaeus, 1758",2019,"2019-08-13","LC",NA,"Decreasing",TRUE,TRUE,TRUE,"BirdLife International","Hermes, C.",NA,"41900000",NA,NA,NA,NA,NA,NA,NA,NA
22680313,"Spatula querquedula","ANIMALIA","CHORDATA","AVES","ANSERIFORMES","ANATIDAE","Spatula","Garganey","(Linnaeus, 1758)",2016,"2016-10-01","LC",NA,"Decreasing",TRUE,TRUE,TRUE,"BirdLife International","Butchart, S.H.M. & Symes, A.",NA,"32500000",NA,NA,NA,NA,NA,NA,NA,NA
22680247,"Spatula clypeata","ANIMALIA","CHORDATA","AVES","ANSERIFORMES","ANATIDAE","Spatula","Northern Shoveler","(Linnaeus, 1758)",2019,"2019-08-14","LC",NA,"Decreasing",TRUE,TRUE,TRUE,"BirdLife International","Hermes, C.",NA,"39900000",NA,NA,NA,NA,NA,NA,NA,NA
22680348,"Netta rufina","ANIMALIA","CHORDATA","AVES","ANSERIFORMES","ANATIDAE","Netta","Red-crested Pochard","(Pallas, 1773)",2016,"2016-10-01","LC",NA,"Unknown",FALSE,TRUE,TRUE,"BirdLife International","Butchart, S.H.M. & Symes, A.",NA,"19600000",NA,NA,NA,NA,NA,NA,NA,NA
22680358,"Aythya ferina","ANIMALIA","CHORDATA","AVES","ANSERIFORMES","ANATIDAE","Aythya","Common Pochard","(Linnaeus, 1758)",2021,"2021-08-18","VU","A2abcd+3bcd+4abcd","Decreasing",TRUE,TRUE,TRUE,"BirdLife International","Clark, J.",NA,"548000",2690,0,NA,NA,NA,NA,NA,NA
22680391,"Aythya fuligula","ANIMALIA","CHORDATA","AVES","ANSERIFORMES","ANATIDAE","Aythya","Tufted Duck","(Linnaeus, 1758)",2016,"2016-10-01","LC",NA,"Stable",TRUE,TRUE,TRUE,"BirdLife International","Butchart, S.H.M. & Symes, A.",NA,"34900000",NA,NA,NA,NA,NA,NA,NA,NA
22680405,"Somateria mollissima","ANIMALIA","CHORDATA","AVES","ANSERIFORMES","ANATIDAE","Somateria","Common Eider","(Linnaeus, 1758)",2018,"2018-08-07","NT",NA,"Unknown",TRUE,FALSE,TRUE,"BirdLife International","Westrip, J.R.S.",NA,"59900000",NA,NA,NA,NA,NA,NA,NA,NA
22724879,"Melanitta nigra","ANIMALIA","CHORDATA","AVES","ANSERIFORMES","ANATIDAE","Melanitta","Common Scoter","(Linnaeus, 1758)",2018,"2018-08-07","LC",NA,"Unknown",TRUE,TRUE,TRUE,"BirdLife International","Westrip, J.R.S.",NA,"7110000",NA,NA,NA,NA,NA,NA,NA,NA
22680455,"Bucephala clangula","ANIMALIA","CHORDATA","AVES","ANSERIFORMES","ANATIDAE","Bucephala","Common Goldeneye","(Linnaeus, 1758)",2018,"2018-08-07","LC",NA,"Stable",TRUE,TRUE,TRUE,"BirdLife International","Wheatley, H.",NA,"46900000",2000,NA,NA,NA,NA,NA,NA,NA
22680485,"Mergus serrator","ANIMALIA","CHORDATA","AVES","ANSERIFORMES","ANATIDAE","Mergus","Red-breasted Merganser","Linnaeus, 1758",2018,"2018-08-07","LC",NA,"Stable",TRUE,TRUE,TRUE,"BirdLife International","Westrip, J.R.S.",NA,"64500000",NA,NA,NA,NA,NA,NA,NA,NA
22680492,"Mergus merganser","ANIMALIA","CHORDATA","AVES","ANSERIFORMES","ANATIDAE","Mergus","Goosander","Linnaeus, 1758",2018,"2018-08-07","LC",NA,"Unknown",TRUE,TRUE,TRUE,"BirdLife International","Westrip, J.R.S.",NA,"82100000",1900,1900,NA,NA,NA,NA,NA,NA
22727750,"Oxyura jamaicensis","ANIMALIA","CHORDATA","AVES","ANSERIFORMES","ANATIDAE","Oxyura","Ruddy Duck","(Gmelin, 1789)",2018,"2018-08-09","LC",NA,"Decreasing",FALSE,TRUE,TRUE,"BirdLife International","Wheatley, H.",NA,"17600000",2200,NA,NA,NA,NA,NA,NA,NA
22695072,"Milvus milvus","ANIMALIA","CHORDATA","AVES","ACCIPITRIFORMES","ACCIPITRIDAE","Milvus","Red Kite","(Linnaeus, 1758)",2020,"2020-08-17","LC",NA,"Increasing",FALSE,FALSE,TRUE,"BirdLife International","Fernando, E.",NA,"6250000",1600,0,NA,NA,NA,NA,NA,NA
22695344,"Circus aeruginosus","ANIMALIA","CHORDATA","AVES","ACCIPITRIFORMES","ACCIPITRIDAE","Circus","Western Marsh-harrier","(Linnaeus, 1758)",2021,"2021-06-22","LC",NA,"Stable",FALSE,TRUE,TRUE,"BirdLife International","Bell, F.",NA,"24800000",3000,0,NA,NA,NA,NA,NA,NA
22727733,"Circus cyaneus","ANIMALIA","CHORDATA","AVES","ACCIPITRIFORMES","ACCIPITRIDAE","Circus","Hen Harrier","(Linnaeus, 1766)",2021,"2021-05-21","LC",NA,"Decreasing",FALSE,TRUE,TRUE,"BirdLife International","Clark, J.",NA,"34800000",3000,0,NA,NA,NA,NA,NA,NA
22695683,"Accipiter gentilis","ANIMALIA","CHORDATA","AVES","ACCIPITRIFORMES","ACCIPITRIDAE","Accipiter","Northern Goshawk","(Linnaeus, 1758)",2021,"2021-03-23","LC",NA,"Unknown",FALSE,FALSE,TRUE,"BirdLife International","Clark, J.",NA,"113000000",3400,0,NA,NA,NA,NA,NA,NA
22695624,"Accipiter nisus","ANIMALIA","CHORDATA","AVES","ACCIPITRIFORMES","ACCIPITRIDAE","Accipiter","Eurasian Sparrowhawk","(Linnaeus, 1758)",2021,"2021-04-09","LC",NA,"Stable",FALSE,FALSE,TRUE,"BirdLife International","Clark, J.",NA,"54400000",4500,0,NA,NA,NA,NA,NA,NA
61695117,"Buteo buteo","ANIMALIA","CHORDATA","AVES","ACCIPITRIFORMES","ACCIPITRIDAE","Buteo","Eurasian Buzzard","(Linnaeus, 1758)",2021,"2021-08-18","LC",NA,"Increasing",FALSE,TRUE,TRUE,"BirdLife International","Clark, J.",NA,"33500000",2000,0,NA,NA,NA,NA,NA,NA
22696060,"Aquila chrysaetos","ANIMALIA","CHORDATA","AVES","ACCIPITRIFORMES","ACCIPITRIDAE","Aquila","Golden Eagle","(Linnaeus, 1758)",2021,"2021-05-27","LC",NA,"Stable",FALSE,FALSE,TRUE,"BirdLife International","Clark, J.",NA,"139000000",4000,0,NA,NA,NA,NA,NA,NA
22694938,"Pandion haliaetus","ANIMALIA","CHORDATA","AVES","ACCIPITRIFORMES","PANDIONIDAE","Pandion","Osprey","(Linnaeus, 1758)",2021,"2021-08-17","LC",NA,"Increasing",TRUE,TRUE,TRUE,"BirdLife International","Clark, J.",NA,"298000000",1000,0,NA,NA,NA,NA,NA,NA
22696362,"Falco tinnunculus","ANIMALIA","CHORDATA","AVES","FALCONIFORMES","FALCONIDAE","Falco","Common Kestrel","Linnaeus, 1758",2021,"2021-08-10","LC",NA,"Decreasing",FALSE,FALSE,TRUE,"BirdLife International","Clark, J.",NA,"106000000",3500,0,NA,NA,NA,NA,NA,NA
22696453,"Falco columbarius","ANIMALIA","CHORDATA","AVES","FALCONIFORMES","FALCONIDAE","Falco","Merlin","Linnaeus, 1758",2021,"2021-08-12","LC",NA,"Stable",TRUE,FALSE,TRUE,"BirdLife International","Clark, J.",NA,"103000000",NA,NA,NA,NA,NA,NA,NA,NA
22696460,"Falco subbuteo","ANIMALIA","CHORDATA","AVES","FALCONIFORMES","FALCONIDAE","Falco","Eurasian Hobby","Linnaeus, 1758",2021,"2021-08-10","LC",NA,"Decreasing",FALSE,TRUE,TRUE,"BirdLife International","Clark, J.",NA,"49300000",NA,NA,NA,NA,NA,NA,NA,NA
45354964,"Falco peregrinus","ANIMALIA","CHORDATA","AVES","FALCONIFORMES","FALCONIDAE","Falco","Peregrine Falcon","Tunstall, 1771",2021,"2021-08-10","LC",NA,"Increasing",TRUE,TRUE,TRUE,"BirdLife International","Bell, F.",NA,"413000000",3300,0,NA,NA,NA,NA,NA,NA
22679460,"Lagopus lagopus","ANIMALIA","CHORDATA","AVES","GALLIFORMES","PHASIANIDAE","Lagopus","Willow Grouse","(Linnaeus, 1758)",2016,"2016-10-01","LC",NA,"Decreasing",FALSE,FALSE,TRUE,"BirdLife International","Butchart, S.H.M. & Symes, A.",NA,"48000000",NA,NA,NA,NA,NA,NA,NA,NA
22679464,"Lagopus muta","ANIMALIA","CHORDATA","AVES","GALLIFORMES","PHASIANIDAE","Lagopus","Rock Ptarmigan","(Montin, 1776)",2016,"2016-10-01","LC",NA,"Decreasing",FALSE,FALSE,TRUE,"BirdLife International","Butchart, S.H.M. & Symes, A.",NA,"77700000",5000,2000,NA,NA,TRUE,"Reference corrected.",NA,NA
22679480,"Lyrurus tetrix","ANIMALIA","CHORDATA","AVES","GALLIFORMES","PHASIANIDAE","Lyrurus","Black Grouse","(Linnaeus, 1758)",2016,"2016-10-01","LC",NA,"Decreasing",FALSE,TRUE,TRUE,"BirdLife International","Butchart, S.H.M. & Symes, A.",NA,"25600000",3000,NA,NA,NA,NA,NA,NA,NA
22679487,"Tetrao urogallus","ANIMALIA","CHORDATA","AVES","GALLIFORMES","PHASIANIDAE","Tetrao","Western Capercaillie","Linnaeus, 1758",2016,"2016-10-01","LC",NA,"Decreasing",FALSE,FALSE,TRUE,"BirdLife International","Butchart, S.H.M. & Symes, A.",NA,"21700000",NA,NA,NA,NA,NA,NA,NA,NA
22678711,"Alectoris rufa","ANIMALIA","CHORDATA","AVES","GALLIFORMES","PHASIANIDAE","Alectoris","Red-legged Partridge","(Linnaeus, 1758)",2020,"2020-08-28","NT",NA,"Decreasing",FALSE,FALSE,TRUE,"BirdLife International","Hermes, C.",NA,"1710000",2000,NA,NA,NA,NA,NA,NA,NA
22678911,"Perdix perdix","ANIMALIA","CHORDATA","AVES","GALLIFORMES","PHASIANIDAE","Perdix","Grey Partridge","(Linnaeus, 1758)",2016,"2016-10-01","LC",NA,"Decreasing",FALSE,FALSE,TRUE,"BirdLife International","Butchart, S.H.M. & Symes, A.",NA,"16900000",NA,NA,NA,NA,NA,NA,NA,NA
22678944,"Coturnix coturnix","ANIMALIA","CHORDATA","AVES","GALLIFORMES","PHASIANIDAE","Coturnix","Common Quail","(Linnaeus, 1758)",2018,"2018-08-09","LC",NA,"Decreasing",FALSE,FALSE,TRUE,"BirdLife International","Wheatley, H.",NA,"64600000",1000,NA,NA,NA,NA,NA,NA,NA
45100023,"Phasianus colchicus","ANIMALIA","CHORDATA","AVES","GALLIFORMES","PHASIANIDAE","Phasianus","Common Pheasant","(Linnaeus, 1758)",2016,"2016-10-01","LC",NA,"Decreasing",FALSE,FALSE,TRUE,"BirdLife International","Butchart, S.H.M. & Symes, A.",NA,"20900000",NA,NA,NA,NA,NA,NA,NA,NA
22679355,"Chrysolophus pictus","ANIMALIA","CHORDATA","AVES","GALLIFORMES","PHASIANIDAE","Chrysolophus","Golden Pheasant","(Linnaeus, 1758)",2018,"2018-08-07","LC",NA,"Decreasing",FALSE,FALSE,TRUE,"BirdLife International","Wheatley, H.",NA,"1010000",NA,NA,NA,NA,NA,NA,NA,NA
22725141,"Rallus aquaticus","ANIMALIA","CHORDATA","AVES","GRUIFORMES","RALLIDAE","Rallus","Western Water Rail","Linnaeus, 1758",2019,"2016-10-01","LC",NA,"Decreasing",FALSE,TRUE,TRUE,"BirdLife International","Butchart, S.H.M. & Symes, A.",NA,"32800000",2000,NA,NA,NA,NA,NA,TRUE,"Map for UAE Range updated, updated EOO."
22692676,"Porzana porzana","ANIMALIA","CHORDATA","AVES","GRUIFORMES","RALLIDAE","Porzana","Spotted Crake","(Linnaeus, 1766)",2016,"2016-10-01","LC",NA,"Stable",FALSE,TRUE,TRUE,"BirdLife International","Butchart, S.H.M. & Symes, A.",NA,"28000000",2420,NA,NA,NA,NA,NA,NA,NA
